degree,gamma,nu,accuracy,recall,precision,f1,time
7,0.03,0.005,0.4893269235168435,0.02032520325203252,0.0033647375504710633,0.005773672055427252,13278.96875
7,0.01,0.9,0.09968751572715502,0.1016260162601626,0.000779034620298526,0.0015462164084485263,103055.234375
7,0.03,0.007,0.48791342401324966,0.016260162601626018,0.002775850104094379,0.004742145820983996,14792.109375
7,0.03,0.01,0.48552175265703135,0.016260162601626018,0.002482929857231533,0.004308023694130318,15052.03125
7,0.01,0.7,0.17522612789436842,0.06097560975609756,0.0005936597142517909,0.001175871124524752,110049.78125
7,0.02,0.3,0.3706686843176817,0.052845528455284556,0.0011728617827499097,0.0022947925860547216,117843.046875
7,0.02,0.9,0.09974379034730133,0.1016260162601626,0.0007791317355938542,0.00154640769492469,88842.40625
7,0.03,0.02,0.48683013757543314,0.016260162601626018,0.002635046113306983,0.0045351473922902496,52165.609375
7,0.02,0.5,0.2638966285554808,0.032520325203252036,0.0004457817898138861,0.0008795074758135443,134293.59375
7,0.02,0.7,0.17846191855278148,0.06097560975609756,0.0005991133122977992,0.001186568049677649,120696.6875
7,0.5,0.0001,0.5021782395651756,0.024390243902439025,0.008356545961002786,0.012448132780082988,19413.4375
7,0.03,0.05,0.4777550544216754,0.024390243902439025,0.0024449877750611247,0.0044444444444444444,72551.578125
7,0.5,0.001,0.5018827978094075,0.024390243902439025,0.008119079837618403,0.01218274111675127,15577.203125
7,0.5,0.005,0.4978665971240467,0.02032520325203252,0.005688282138794084,0.008888888888888889,20236.4375
7,0.03,0.1,0.458649020226837,0.032520325203252036,0.0019497928345113332,0.0036790066681995862,79319.6875
7,0.5,0.007,0.49483520229124633,0.016260162601626018,0.004214963119072708,0.0066945606694560665,24417.9375
7,0.5,0.01,0.49323137561707636,0.016260162601626018,0.0037629350893697085,0.00611153552330023,23190.71875
7,0.5,0.02,0.4886872000402615,0.016260162601626018,0.002886002886002886,0.004901960784313725,29289.203125
7,0.03,0.5,0.26400917779577343,0.032520325203252036,0.0004459805998439068,0.0008798944126704795,111020.5625
7,0.5,0.05,0.48064576270410986,0.028455284552845527,0.0029239766081871343,0.0053030303030303025,43263.90625
7,0.5,0.1,0.4591132858430441,0.032520325203252036,0.0019656019656019656,0.0037071362372567192,51109.828125
7,0.03,0.9,0.09974379034730133,0.1016260162601626,0.0007791317355938542,0.00154640769492469,88220.640625
7,1.0,0.0001,0.5021923082202122,0.024390243902439025,0.008368200836820083,0.01246105919003115,16728.015625
7,1.0,0.001,0.501896866464444,0.024390243902439025,0.008130081300813009,0.012195121951219513,13857.609375
7,0.03,0.3,0.3708375081781206,0.052845528455284556,0.0011741329479768787,0.002297225658243506,150220.859375
7,0.03,0.7,0.17849005586285463,0.06097560975609756,0.0005991611743559018,0.0011866619200189867,108919.8125
7,1.0,0.005,0.4978665971240467,0.02032520325203252,0.005688282138794084,0.008888888888888889,18147.25
7,1.0,0.007,0.49483520229124633,0.016260162601626018,0.004214963119072708,0.0066945606694560665,20930.609375
7,1.0,0.01,0.49323137561707636,0.016260162601626018,0.0037629350893697085,0.00611153552330023,19636.640625
7,0.5,0.3,0.3709219201083401,0.052845528455284556,0.0011747695644315922,0.0022984441301272984,83746.28125
7,1.0,0.02,0.4886872000402615,0.016260162601626018,0.002886002886002886,0.004901960784313725,25476.25
7,1.0,0.05,0.48064576270410986,0.028455284552845527,0.0029239766081871343,0.0053030303030303025,38380.5625
7,0.5,0.5,0.26412172703606607,0.032520325203252036,0.0004461795872838818,0.0008802816901408452,101101.8125
7,1.0,0.1,0.4591132858430441,0.032520325203252036,0.0019656019656019656,0.0037071362372567192,46232.375
7,0.5,0.9,0.0997719276573745,0.1016260162601626,0.0007791803023219573,0.0015465033559122821,78860.890625
7,2.0,0.0001,0.5021923082202122,0.024390243902439025,0.008368200836820083,0.01246105919003115,16344.484375
7,0.5,0.7,0.1785744677930741,0.06097560975609756,0.0005993048064245475,0.0011869436201780417,100146.625
7,2.0,0.001,0.501896866464444,0.024390243902439025,0.008130081300813009,0.012195121951219513,13758.0625
7,2.0,0.005,0.4978665971240467,0.02032520325203252,0.005688282138794084,0.008888888888888889,17288.546875
7,2.0,0.007,0.49483520229124633,0.016260162601626018,0.004214963119072708,0.0066945606694560665,20834.828125
7,1.0,0.3,0.3709219201083401,0.052845528455284556,0.0011747695644315922,0.0022984441301272984,82222.875
7,1.0,0.5,0.26412172703606607,0.032520325203252036,0.0004461795872838818,0.0008802816901408452,101859.46875
1,1.0,0.3,0.2596207868381441,0.09349593495934959,0.0011256851996867658,0.002224586517071283,2801552.453125
1,2.0,0.1,0.2179069958960704,0.024390243902439025,0.0002867520550563946,0.0005668398677373642,3352390.96875
8,0.001,0.0001,0.2949857254622068,0.4878048780487805,0.003746604639545412,0.007436096049573974,5.609375
8,0.001,0.001,0.1850892844887931,0.12195121951219512,0.0011215791834903544,0.002222716159146477,42.515625
8,0.001,0.005,0.4603263927968486,0.0,0.0,0.0,215.921875
8,0.001,0.007,0.10117295981626108,0.08943089430894309,0.00069732796602111,0.001383865387639566,285.984375
8,0.001,0.01,0.14590865210846818,0.044715447154471545,0.0004109230826702529,0.0008143623912641126,405.953125
8,0.001,0.02,0.1729775450540099,0.036585365853658534,0.00036653905677282725,0.0007258064516129033,823.5
8,0.001,0.05,0.2691060341948383,0.491869918699187,0.003557358734638678,0.007063631056625802,2049.5625
8,0.001,0.1,0.4249296567248171,0.0,0.0,0.0,4104.765625
8,0.001,0.3,0.20573017463432935,0.028455284552845527,0.0003191246865739685,0.0006311708218745773,12277.28125
8,0.001,0.5,0.3276371293538484,0.6504065040650406,0.0045036169673769244,0.008945293936767953,20634.671875
8,0.001,0.7,0.09385302716279836,0.06097560975609756,0.0004830762294290039,0.0009585583282742755,28975.15625
8,0.001,0.9,0.12977190478151265,0.044715447154471545,0.00039403926063906003,0.0007811945174348413,41220.78125
8,0.01,0.0001,0.2892613841726487,0.4715447154471545,0.003641614867834495,0.007227414330218069,5.859375
8,0.01,0.001,0.3067388857625211,0.5,0.0038887132469174832,0.007717404944158614,47.125
8,0.01,0.005,0.2738419094939402,0.4024390243902439,0.0032483512156708336,0.006444683136412459,244.40625
8,0.01,0.007,0.27638261709009887,0.17479674796747968,0.0019413092550790067,0.003839971423468476,346.703125
8,0.01,0.01,0.2632763495614697,0.4024390243902439,0.0031702318432176254,0.006290906780199531,500.171875
8,0.01,0.02,0.3104665074506682,0.5772357723577236,0.004160684461894577,0.008261818181818183,1041.3125
8,0.01,0.05,0.24375649102579938,0.3983739837398374,0.0030181706190329535,0.005990952439173493,4487.859375
8,0.01,0.1,0.3895180513425844,0.008130081300813009,0.0002455795677799607,0.0004767580452920142,10728.125
8,0.01,0.3,0.2176908190016059,0.21951219512195122,0.0019339588854666572,0.003834138028969043,47552.0
8,0.01,0.5,0.19392497174831064,0.044715447154471545,0.000470971056687789,0.0009321243962376071,83454.5625
8,0.01,0.7,0.13407611256754098,0.052845528455284556,0.00046593312067667826,0.0009237218886559846,131188.46875
8,0.01,0.9,0.09534110197601695,0.09349593495934959,0.0007163100688280544,0.0014217277082367486,63128.984375
8,0.02,0.0001,0.3046065123003509,0.5813008130081301,0.00412210659825315,0.008186163666027422,8.265625
8,0.02,0.001,0.3057774132890457,0.5487804878048781,0.004036598493003229,0.008014247551202136,68.125
8,0.02,0.005,0.2639429521757232,0.2764227642276423,0.0025495856923249973,0.005052569008433333,379.421875
8,0.02,0.007,0.4517859185344808,0.008130081300813009,0.0005379236148466917,0.0010090817356205853,1076.90625
8,0.02,0.01,0.2705207918708337,0.12601626016260162,0.0014888814177993373,0.0029429914083637914,4562.8125
8,0.02,0.02,0.2246397051758925,0.15853658536585366,0.001544799176107106,0.0030597834614781104,1853.984375
8,0.02,0.05,0.21582849508855245,0.13008130081300814,0.0012875191116118129,0.0025498007968127487,9676.15625
8,0.02,0.1,0.45157488870893214,0.008130081300813009,0.0005357621216180017,0.001005277707966826,20586.375
8,0.02,0.3,0.35798196009534655,0.02032520325203252,0.00046202180742931065,0.0009035056017347307,53136.390625
8,0.02,0.5,0.2651487388537363,0.032520325203252036,0.00044800358402867225,0.000883831409158703,98777.484375
8,0.02,0.7,0.1747767315883626,0.052845528455284556,0.0005198336532309661,0.0010295398748713074,101153.484375
8,0.02,0.9,0.09566468104185824,0.09349593495934959,0.0007168235367449978,0.001422739082024001,62931.390625
8,0.03,0.0001,0.2631011204597133,0.46747967479674796,0.0034258817921830314,0.006801916366002248,13.296875
8,0.03,0.001,0.18274565244245577,0.13414634146341464,0.0012065372381265768,0.0023915643004674423,102.140625
8,0.03,0.005,0.4281083721079192,0.008130081300813009,0.00037030179596371043,0.0007083407118824155,787.59375
8,0.03,0.007,0.4517859185344808,0.008130081300813009,0.0005379236148466917,0.0010090817356205853,1085.96875
8,0.03,0.01,0.2902753567490655,0.032520325203252036,0.0004977910522058366,0.0009805724091438378,4922.53125
8,0.03,0.02,0.3399815163036267,0.016260162601626018,0.00033456005352960856,0.0006556302245533519,2901.890625
8,0.03,0.05,0.47376859235671703,0.0040650406504065045,0.0004975124378109452,0.0008865248226950354,20095.515625
8,0.03,0.1,0.45147640812367607,0.008130081300813009,0.0005347593582887701,0.0010035122930255897,21120.46875
8,0.03,0.3,0.3579116168201637,0.02032520325203252,0.00046180844185831715,0.0009030976248532466,63818.96875
8,0.03,0.5,0.26526128809402894,0.032520325203252036,0.0004482043811978262,0.0008842221608179055,74564.96875
8,0.03,0.7,0.17479080024339919,0.052845528455284556,0.0005198544407565882,0.001029580643883895,81003.40625
8,0.03,0.9,0.09565061238682167,0.09349593495934959,0.0007168011967463459,0.0014226950793307148,62399.109375
8,0.5,0.0001,0.5004071903408961,0.008130081300813009,0.007633587786259542,0.007874015748031496,2674.328125
8,0.5,0.001,0.5003649843757864,0.008130081300813009,0.007547169811320755,0.00782778864970646,2701.28125
8,0.5,0.005,0.49829689208540934,0.008130081300813009,0.0048543689320388345,0.0060790273556231,2629.359375
8,0.5,0.007,0.49738242950803174,0.008130081300813009,0.0041928721174004195,0.005532503457814661,3648.84375
8,0.5,0.01,0.4957082595586789,0.008130081300813009,0.003355704697986577,0.004750593824228029,5515.015625
8,0.5,0.02,0.4890049457613315,0.0040650406504065045,0.0010787486515641855,0.0017050298380221654,7838.59375
8,0.5,0.05,0.4737123177365707,0.0040650406504065045,0.0004965243296921549,0.0008849557522123895,13366.890625
1,1.0,0.5,0.23925783841406223,0.15040650406504066,0.001547081451747784,0.003062660375796706,6576312.828125
1,2.0,0.3,0.22338153277424727,0.07723577235772358,0.0008472308927138144,0.0016760762173606211,20252720.359375
8,0.5,0.5,0.2653175627141752,0.032520325203252036,0.0004483048472961614,0.0008844176662428832,64373.84375
8,0.5,0.7,0.17488928082865524,0.052845528455284556,0.00052,0.0010298661174047371,70347.1875
8,0.5,0.9,0.09566468104185824,0.09349593495934959,0.0007168235367449978,0.001422739082024001,53369.71875
8,1.0,0.0001,0.5004071903408961,0.008130081300813009,0.007633587786259542,0.007874015748031496,2151.390625
8,1.0,0.001,0.5003649843757864,0.008130081300813009,0.007547169811320755,0.00782778864970646,2145.3125
8,1.0,0.005,0.49829689208540934,0.008130081300813009,0.0048543689320388345,0.0060790273556231,2213.296875
8,1.0,0.007,0.49738242950803174,0.008130081300813009,0.0041928721174004195,0.005532503457814661,2948.1875
8,1.0,0.01,0.4957082595586789,0.008130081300813009,0.003355704697986577,0.004750593824228029,4584.53125
8,1.0,0.02,0.4890049457613315,0.0040650406504065045,0.0010787486515641855,0.0017050298380221654,6636.6875
1,1.0,0.7,0.19716442254461936,0.15040650406504066,0.001375055745503196,0.002725197024379465,23913386.4375
1,1.0,0.9,0.17703846804928378,0.3008130081300813,0.0021944782183209274,0.004357170194600642,27627705.6875
